eventid,ccode,id,countryname,startdate,enddate,stday,stmo,styr,eday,emo,eyr,duration,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,acd_questionable,notes,female_event,lgbtq_issue,coder,latitude,longitude,geo_comments,location_precision
410997,41,997,Haiti,8-Mar-05,8-Mar-05,8,3,2005,8,3,2005,1,2,0,Aristide supporters,,,Police,Government,1,1,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Thousands of Aristide supporters, including many women claiming that police had killed their sons, marched to protest alleged police killings.",AP,0,,0,0,BS,18.533331,-72.333344,,
410998,41,998,Haiti,12-Mar-05,12-Mar-05,12,3,2005,12,3,2005,1,2,0,Aristide supporters,,,Government,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"About 150 Aristide supporters protested, demanding the release of Aristide loyalists. ",AP,0,,0,0,BS,18.533331,-72.333344,,
410999,41,999,Haiti,19-Mar-05,19-Mar-05,19,3,2005,19,3,2005,1,5,0,Chamber of Commerce,Local shops and businesses,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,A one-day general strike was called to protest the interim government's failure to counter a surge in violence.,AP,0,,0,0,BS,18.533331,-72.333344,,
411000,41,1000,Haiti,20-Mar-05,20-Mar-05,20,3,2005,20,3,2005,1,8,0,Former soldiers,,,Peacekeepers,,1,0,-99,4,0,Petit Goave and Hinche,Petit Goave,1,5,5,8,,,"Peacekeepers raiding a police station held by former soldiers were fired on and fired back; one peacekeeper and two former soldiers were killed; in another incident, a peacekeeper was killed. ",Both,0,Coded as same event because actors and targets are the same,0,0,BS,18.431391,-72.866943,,
411000,41,1000,Haiti,20-Mar-05,20-Mar-05,20,3,2005,20,3,2005,1,8,0,Former soldiers,,,Peacekeepers,,1,0,-99,4,0,Petit Goave and Hinche,Hinche,2,5,5,8,,,"Peacekeepers raiding a police station held by former soldiers were fired on and fired back; one peacekeeper and two former soldiers were killed; in another incident, a peacekeeper was killed. ",Both,0,Coded as same event because actors and targets are the same,0,0,BS,19.141159,-72.014221,,
411001,41,1001,Haiti,22-Mar-05,22-Mar-05,22,3,2005,22,3,2005,1,8,0,Gunmen,,,Justice Minister,Police,1,1,1,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"A group of gunmen fired several times at Justice Minister Bernard Gousse's house, killing a policeman who was standing guard.",AP,0,,0,0,BS,18.533331,-72.333344,,
411002,41,1002,Haiti,24-Mar-05,24-Mar-05,24,3,2005,24,3,2005,1,2,4,Aristide supporters,,,Government,,1,0,3,1,2,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Thousands of Aristide supporters held a rally calling for his return and shots were fired by an anti-Aristide street gang; later, police fired on the protesters and killed at least one.",Both,0,,0,0,BS,18.533331,-72.333344,,
411003,41,1003,Haiti,25-Mar-05,25-Mar-05,25,3,2005,25,3,2005,1,9,0,Unknown attackers,,,Electoral office,,0,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"Someone threw a grenade into the compound of Haiti's electoral office, slightly damaging the structure.",AP,0,,0,0,BS,18.533331,-72.333344,,
411004,41,1004,Haiti,28-Mar-05,28-Mar-05,28,3,2005,28,3,2005,1,8,0,Gunmen,,,Police,,1,1,-99,3,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Gunmen with assault rifles ambushed and shot and killed two policemen and their driver in an official government car and burned the bodies after killing them.,Both,0,,0,0,BS,18.533331,-72.333344,,
411005,41,1005,Haiti,29-Mar-05,29-Mar-05,29,3,2005,29,3,2005,1,2,0,Aristide supporters,,,Government,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Several thousand protesters demanded Aristide's return, doused a life-size effigy of interim Prime Minister Latortue with gasoline and set it ablaze outside a church.",AP,0,,0,0,BS,18.533331,-72.333344,,
411006,41,1006,Haiti,29-Mar-05,29-Mar-05,29,3,2005,29,3,2005,1,9,0,Gunmen,,,Electoral office,,0,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"Two gunmen riding in the back of a pickup truck opened fire on electoral offices, hitting an electricity transformer.",AP,0,,0,0,BS,18.533331,-72.333344,,
411007,41,1007,Haiti,30-Mar-05,30-Mar-05,30,3,2005,30,3,2005,1,9,0,Gang,,,Rival gang,,0,0,-99,-88,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,Several people were killed in clashes between rival gangs. ,AP,0,,0,0,BS,18.533331,-72.333344,,
411008,41,1008,Haiti,31-Mar-05,31-Mar-05,31,3,2005,31,3,2005,1,9,0,Armed men,,,American freelance photographer,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,Armed men fired at a car carrying an American freelance photographer and her driver but no one was injured.,AP,0,,0,0,BS,18.533331,-72.333344,,
411009,41,1009,Haiti,31-Mar-05,31-Mar-05,31,3,2005,31,3,2005,1,8,0,Unknown assailants,,,Peacekeeper,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Unknown assailants shot at a soldier guarding the U.N.'s new headquarters; he escaped injury because the bullets hit him in his helmet and vest.,Both,0,,0,0,BS,18.533331,-72.333344,,
411010,41,1010,Haiti,31-Mar-05,31-Mar-05,31,3,2005,31,3,2005,1,4,0,Looters,,,Abandoned soda truck,,0,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,3,,,"People looted an abandoned truck of soda, and onlookers then mobbed the looters, trying to pull soda bottles out of the boxes for themselves.",AP,0,,0,0,BS,18.533331,-72.333344,,
411011,41,1011,Haiti,5-Apr-05,5-Apr-05,5,4,2005,5,4,2005,1,2,0,Aristide supporters,,,Government,United States/United Nations,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,Hundreds of protesters demanded the return of Aristide and blamed the U.S.-backed interim government and U.N peacekeepers for the dire state of life in Cite Soleil.,AP,0,,0,0,BS,18.533331,-72.333344,,
411012,41,1012,Haiti,6-Apr-05,6-Apr-05,6,4,2005,6,4,2005,1,8,0,Unknown assailants,,,Policemen,,1,1,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,An off-duty police officer was beheaded and set on fire.,AP,0,"Event date not specified, so date of article coded as start and end date",0,0,BS,18.533331,-72.333344,,
411013,41,1013,Haiti,9-Apr-05,9-Apr-05,9,4,2005,9,4,2005,1,8,0,Pro-Aristide gang,,,Peacekeepers,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"A pro-Aristide gang clashed with peacekeepers, and a young bystander was killed.",AP,0,,0,0,BS,18.533331,-72.333344,,
411014,41,1014,Haiti,12-Apr-05,12-Apr-05,12,4,2005,12,4,2005,1,2,0,Crowd of mourners,,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,3,2,A crowd of mourners danced and chanted protest songs and political organizers moved through the crowd calling for more jobs and food in the slum.,AP,0,,0,0,BS,18.533331,-72.333344,,
411015,41,1015,Haiti,14-Apr-05,14-Apr-05,14,4,2005,14,4,2005,1,8,0,Unknown gunmen,,,Peacekeeper,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,A UN peacekeeper from the Philippines was shot in the head and killed when an unknown number of armed gunmen opened fire.,Both,0,,0,0,BS,18.533331,-72.333344,,
411016,41,1016,Haiti,16-Apr-05,16-Apr-05,16,4,2005,16,4,2005,1,8,0,Gunmen,,,U.N. civilian police,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Armed gangs trapped a group of U.N. civilian police behind a flaming barricade and disabled their armored personnel carrier in a two-hour gunbattle.,AP,0,,0,0,BS,18.533331,-72.333344,,
411017,41,1017,Haiti,27-Apr-05,27-Apr-05,27,4,2005,27,4,2005,1,2,4,Protesters,,,Government,,1,0,-99,5,2,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"Protesters demanding the release of Aristide loyalists were fired on by police, killing five; after the shooting some protesters fled to a slum, where two cars were set on fire.",AP,0,,0,0,BS,18.533331,-72.333344,,
411018,41,1018,Haiti,28-Apr-05,28-Apr-05,28,4,2005,28,4,2005,1,7,0,Police,Peacekeepers,,Citizens,,0,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,11,,,"Haitian police, escorted by U.N. peacekeepers, charged into Bel Air slum and started chasing and beating residents; one man was shot and killed after being chased by police.",AP,0,Coded as an etype 7 because violence by police was unprovoked and victims were not involved in any crime-related incident,0,0,BS,18.533331,-72.333344,,
411019,41,1019,Haiti,18-May-05,18-May-05,18,5,2005,18,5,2005,1,2,0,Aristide supporters,,,Government,,1,0,4,1,2,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,"More than 5,000 supporters of ousted President Aristide marched to demand his return from exile, with one protester reportedly shot and killed by police.",AP,0,,0,0,BS,18.533331,-72.333344,,
411020,41,1020,Haiti,31-May-05,31-May-05,31,5,2005,31,5,2005,1,8,0,Gunmen,Arsonists,,Marketplace,Police station,1,1,-99,10,1,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"A market was burned down by arsonists and gunmen opened fire, killing two people and at least eight others who were burned; a police station was attacked and four policemen were injured and two people arrested.",Both,0,,0,0,BS,18.533331,-72.333344,,
411021,41,1021,Haiti,4-Jun-05,4-Jun-05,4,6,2005,4,6,2005,1,7,0,Police,,,Shantytown residents,,0,0,-99,4,0,Port-Au-Prince,Port-Au-Prince,1,1,1,11,,,Haitian police shot and killed at least four people and burned 12 homes during raids to root out gang members.,Both,0,Coded as an etype 7 because this seems like more than policing crime due to the excessive violence that was employed,0,0,BS,18.533331,-72.333344,,
411022,41,1022,Haiti,9-Jun-05,9-Jun-05,9,6,2005,9,6,2005,1,8,0,Gunmen,,,Peacekeepers,Red Cross workers,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"Gunmen opened fire on U.N. troops at a checkpoint, wounding two peacekeepers and two Haitian Red Cross workers.",AP,0,,0,0,BS,18.533331,-72.333344,,
411023,41,1023,Haiti,16-Jun-05,16-Jun-05,16,6,2005,16,6,2005,1,8,0,Gunmen,,,Peacekeepers,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Peruvian U.N. soldiers were patrolling in an armored vehicle when they came under fire from armed gunmen; two peacekeepers were injured in the attack.,Both,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411024,41,1024,Haiti,24-Jul-05,24-Jul-05,24,7,2005,24,7,2005,1,8,0,Gang members,,,Peacekeepers,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"Gang members attacked a U.N. military position, and peacekeepers fired back, killing one gang member.",AP,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411025,41,1025,Haiti,8-Aug-05,8-Aug-05,8,8,2005,8,8,2005,1,6,0,Bus and taxi drivers,,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,2,,,Bus and taxi drivers went on strike to protest high gas prices.,AP,0,"End date of strike not specified, date of article coded as start and end date",0,0,BS,18.533331,-72.333344,,
411026,41,1026,Haiti,10-Aug-05,10-Aug-05,10,8,2005,10,8,2005,1,7,0,Police,,,Slum dwellers,Aristide supporters,0,0,-99,5,0,Port-Au-Prince,Port-Au-Prince,1,1,1,11,,,Police fired indiscriminately during an anti-gang operation; at least two people were killed; police then stood by as men in civilian clothes attacked and lynched three suspected gang members.,Both,0,,0,0,BS,18.533331,-72.333344,,
411027,41,1027,Haiti,20-Aug-05,20-Aug-05,20,8,2005,20,8,2005,1,7,0,Police,Civilians,,Civilians,,0,0,2,11,0,Port-Au-Prince,Port-Au-Prince,1,1,1,11,,,"More than a dozen police seeking gang members aligned with Aristide stormed a soccer game; other police and civilians surrounded the stadium, shooting and hacking people with machetes.",AP,0,,0,0,BS,18.533331,-72.333344,,
411028,41,1028,Haiti,6-Oct-05,6-Oct-05,6,10,2005,6,10,2005,1,10,0,Police,,,Policeman,,1,1,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,A police officer that intended to arrest two other policemen suspected of corruption was kidnapped; it is believed the police officers he was going to arrest kidnapped him.,AFP,0,"Coded as an etype 10 because both actor and target were members of the police; also, it is unclear what happened to the kidnapped policemen because no other information is provided",0,0,BS,18.533331,-72.333344,,
411029,41,1029,Haiti,20-Oct-05,20-Oct-05,20,10,2005,20,10,2005,1,4,0,Slum dwellers,,,Presidential candidate,,0,0,2,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,20 young men and women hurled rocks and shouted insults at the motorcade of presidential candidate Dumarsais Simeus and a shot was fired.,AP,0,,0,0,BS,18.533331,-72.333344,,
411030,41,1030,Haiti,3-Nov-05,3-Nov-05,3,11,2005,3,11,2005,1,2,0,Former President Preval supporters,,,Government,,1,0,5,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,10,,"More than 10,000 protesters demonstrated in support of former President Preval's bid to regain the presidency and called for the release of political prisoners and the return of Aristide.",AP,0,,0,0,BS,18.533331,-72.333344,,
411031,41,1031,Haiti,27-Nov-05,29-Nov-05,27,11,2005,29,11,2005,3,8,0,Armed groups,,,Peacekeepers,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"Armed groups using children as human shields fired at UN troops; over a period of three days of shooting, one UN soldier was injured.",AFP,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411032,41,1032,Haiti,12-Dec-05,12-Dec-05,12,12,2005,12,12,2005,1,2,4,Protesters,,,The Dominican Republic,,0,0,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,5,8,10,Hundreds of protesters threw rocks and burned tires to protest the treatment of Haitian migrants in the Dominican Republic and at least three people were shot and police fired tear gas.,Both,0,,0,0,BS,18.533331,-72.333344,,
411033,41,1033,Haiti,12-Dec-05,14-Dec-05,12,12,2005,14,12,2005,3,6,0,Judges,,,Government,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Judges went on strike to protest the government's decision to remove judges from office.,AP,0,Start and end date of strike approximated,0,0,BS,18.533331,-72.333344,,
411034,41,1034,Haiti,14-Dec-05,14-Dec-05,14,12,2005,14,12,2005,1,2,0,Judges and clerks,Law Students,,Government,,1,0,1,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Supreme Court judges fired by Haiti's interim government formed a human chain with law students and court clerks to block their replacements from being sworn in.,Both,0,,0,0,BS,18.533331,-72.333344,,
411035,41,1035,Haiti,20-Dec-05,20-Dec-05,20,12,2005,20,12,2005,1,8,0,Unknown gunmen,,,Canadian policemen,Peacekeepers,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,A retired Royal Canadian Mounted Policeman who traveled to Haiti to help peacekeepers was killed when gunmen fired on his vehicle.,AFP,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411036,41,1036,Haiti,24-Dec-05,24-Dec-05,24,12,2005,24,12,2005,1,8,0,Gunmen,,,Peacekeeper,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,A Jordanian peacekeeper was shot and killed while on patrol.,Both,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411037,41,1037,Haiti,9-Jan-06,9-Jan-06,9,1,2006,9,1,2006,1,5,0,Haitian Chamber of Commerce and Industry,,,United Nations,Government,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,A one-day general strike was held to protest a recent wave of kidnappings and to pressure U.N. peacekeepers to move against gangs who are responsible.,AP,0,,0,0,BS,18.533331,-72.333344,,
411038,41,1038,Haiti,12-Jan-06,12-Jan-06,12,1,2006,12,1,2006,1,2,0,Protesters,,,Government,United Nations,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,Hundreds of people demonstrated to denounce violence after clashes between gangs and U.N. peacekeepers reportedly left one person dead the day before.,AP,0,,0,0,BS,18.533331,-72.333344,,
411039,41,1039,Haiti,16-Jan-06,16-Jan-06,16,1,2006,16,1,2006,1,2,0,Protesters,,,United Nations,,0,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,10,,Several hundred people held a sit-in outside UN headquarters to demand improvements in public security.,Both,0,,0,0,BS,18.533331,-72.333344,,
411040,41,1040,Haiti,17-Jan-06,17-Jan-06,17,1,2006,17,1,2006,1,8,0,Gunmen,,,Peacekeepers,,1,0,-99,2,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Gumen shot and killed two peacekeepers and seriously wounded another at a security checkpoint.,AP,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411041,41,1041,Haiti,18-Jan-06,19-Jan-06,18,1,2006,19,1,2006,2,9,0,Peacekeepers,,,Slumdwellers,,0,0,-99,4,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,"Residents claimed that Jordanian peacekeepers sprayed a slum area of cinderblock homes with high-powered weapons in revenge for the killing of two Jordanian peacekeepers a few days earlier, killing four.",AP,0,Coded as an etype 9 because this attack was not supported by the government and seems like a group of rogue peacekeepers were responsible; this report was not confirmed by the UN but the evidence indicates that peacekeepers did in fact fire on,0,0,BS,18.533331,-72.333344,,
411042,41,1042,Haiti,24-Jan-06,24-Jan-06,24,1,2006,24,1,2006,1,2,0,Protesters,,,United Nations,Government,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,1,"About 300 protesters marched, accusing U.N. troops of shooting civilians and demanding polling sites for the February 7 elections.",AP,0,,0,0,BS,18.533331,-72.333344,,
411043,41,1043,Haiti,1-Feb-06,1-Feb-06,1,2,2006,1,2,2006,1,2,0,Protesters,,,Peacekeepers,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,8,,Hundreds of people marched past a U.N. fort and made obscene gestures at Jordanian peacekeepers after two people were allegedly shot by peacekeepers earlier that day.,AP,0,,0,0,BS,18.533331,-72.333344,,
411044,41,1044,Haiti,7-Feb-06,7-Feb-06,7,2,2006,7,2,2006,1,4,0,Voters,,,Voting centers,,0,0,-99,4,2,Port-Au-Prince; Gros Mornes; other unspecified locations,Port-Au-Prince,1,7,7,1,,,"Voters stormed voting stations due to long lines; a peacekeeper was stabbed as he intervened in a fight outside a voting center and a policeman killed a man and was later killed himself, with 4 killed total. ",Both,0,,0,0,BS,18.533331,-72.333344,,
411044,41,1044,Haiti,7-Feb-06,7-Feb-06,7,2,2006,7,2,2006,1,4,0,Voters,,,Voting centers,,0,0,-99,4,2,Port-Au-Prince; Gros Mornes; other unspecified locations,Gros Mornes,2,7,7,1,,,"Voters stormed voting stations due to long lines; a peacekeeper was stabbed as he intervened in a fight outside a voting center and a policeman killed a man and was later killed himself, with 4 killed total. ",Both,0,,0,0,BS,19.66777,-72.67572,,
411044,41,1044,Haiti,7-Feb-06,7-Feb-06,7,2,2006,7,2,2006,1,4,0,Voters,,,Voting centers,,0,0,-99,4,2,Port-Au-Prince; Gros Mornes; other unspecified locations,Other unspecified locations,3,7,7,1,,,"Voters stormed voting stations due to long lines; a peacekeeper was stabbed as he intervened in a fight outside a voting center and a policeman killed a man and was later killed himself, with 4 killed total. ",Both,0,,0,0,BS,18.950001,-72.466667,,
411045,41,1045,Haiti,7-Feb-06,7-Feb-06,7,2,2006,7,2,2006,1,2,0,Protesters,,,Government,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,1,,,"Thousands of people held a protest, decrying delays at the polls and the fact that the residents of Cite Soleil were forced to cast ballots in neighboring areas.",AFP,0,,0,0,BS,18.533331,-72.333344,,
411046,41,1046,Haiti,11-Feb-06,15-Feb-06,11,2,2006,15,2,2006,5,2,4,Rene Preval supporters,,,Provisional Electoral Office,,0,0,5,1,2,Port-Au-Prince and Cap-Haitien and other unspecified locations,Port-Au-Prince,1,7,7,1,,,"More than 10,000 protesters called for Rene Preval to be declared the winner of Haiti's presidential election over 5 days of protests; on the third day of protests, a protester died from gunshots after peacekeepers opened fire.",Both,0,Peacekeepers denied opening fire on protesters but the evidence seems to indicate that they were responsible for shooting,0,0,BS,18.533331,-72.333344,,
411046,41,1046,Haiti,11-Feb-06,15-Feb-06,11,2,2006,15,2,2006,5,2,4,Rene Preval supporters,,,Provisional Electoral Office,,0,0,5,1,2,Port-Au-Prince and Cap-Haitien and other unspecified locations,Cap-Haitien,2,7,7,1,,,"More than 10,000 protesters called for Rene Preval to be declared the winner of Haiti's presidential election over 5 days of protests; on the third day of protests, a protester died from gunshots after peacekeepers opened fire.",Both,0,Peacekeepers denied opening fire on protesters but the evidence seems to indicate that they were responsible for shooting,0,0,BS,19.73704,-72.206772,,
411046,41,1046,Haiti,11-Feb-06,15-Feb-06,11,2,2006,15,2,2006,5,2,4,Rene Preval supporters,,,Provisional Electoral Office,,0,0,5,1,2,Port-Au-Prince; Cap-Haitien; and other unspecified locations,Other unspecified locations,3,7,7,1,,,"More than 10,000 protesters called for Rene Preval to be declared the winner of Haiti's presidential election over 5 days of protests; on the third day of protests, a protester died from gunshots after peacekeepers opened fire.",Both,0,Peacekeepers denied opening fire on protesters but the evidence seems to indicate that they were responsible for shooting,0,0,BS,18.950001,-72.466667,,
411047,41,1047,Haiti,21-Apr-06,21-Apr-06,21,4,2006,21,4,2006,1,9,0,Partisan,,,Partisan,,0,0,-99,1,0,Grande-Saline,Grande-Saline,1,3,3,1,,,"On an election runoff day, a man was killed in a fight between partisans.",AFP,0,,0,0,BS,19.26376,-72.762909,,
411048,41,1048,Haiti,14-May-06,14-May-06,14,5,2006,14,5,2006,1,3,0,Prisoners,,,Prison guards,,0,0,3,2,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,100 prisoners demanding their freedom rioted in Haiti's main prison; there were gunshots and two people were killed and unveiled a banner demanding justice.,AP,0,Coded as an etype 3 because the prisoners unveiled a banner and this implies that the riot was planned out,0,0,BS,18.533331,-72.333344,,
411049,41,1049,Haiti,8-Jun-06,8-Jun-06,8,6,2006,8,6,2006,1,9,0,Armed gang,,,Rival armed gang,,0,0,-99,6,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,Two armed gangs clashed over control of a generator to see the World Cup; six people were killed.,AFP,0,,0,0,BS,18.533331,-72.333344,,
411050,41,1050,Haiti,8-Jun-06,8-Jun-06,8,6,2006,8,6,2006,1,8,0,Gang members,,,Peacekeepers,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Gang members fired on a UN security checkpoint and exchanged gunfire; one youth was injured.,AP,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411051,41,1051,Haiti,12-Jun-06,12-Jun-06,12,6,2006,12,6,2006,1,8,0,Unknown assailants,,,Politician,,1,0,-99,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,14,,,"Arodon Bien-Aime, parlaiment's number-two secretary was shot several times by unknown assailants and injured.",AFP,0,,0,0,BS,18.533331,-72.333344,,
411052,41,1052,Haiti,1-Jul-06,2-Sep-06,1,7,2006,2,9,2006,64,6,4,Truck drivers,,,Government,,1,0,-99,0,0,Malpasse,Malpasse,1,3,3,2,,,Haitian truck drivers staged a two-month strike and threw rocks and reportedly fired shots at vehicles entering and leaving Haiti to protest Haiti's customs agency's raising of import taxes.,AP,0,"Exact start and end date not known, an approximate start and end date was assigned",0,0,BS,18.49077,-71.881889,"Also called ""Mal Paso""",
411053,41,1053,Haiti,6-Jul-06,7-Jul-06,6,7,2006,7,7,2006,2,9,0,Armed gang,,,Rival gang,,0,0,-99,22,0,Port-Au-Prince,Port-Au-Prince,1,1,1,13,,,At least 22 people were killed in fighting between rival gangs that lasted overnight.,Both,0,,0,0,BS,18.533331,-72.333344,,
411054,41,1054,Haiti,11-Jul-06,13-Jul-06,11,7,2006,13,7,2006,3,8,0,Armed gang,,,Peacekeepers,,1,0,-99,1,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"An armed Haitian gang exchanged gunfire with peacekeepers, with three peacekeepers being injured and at least one gang member being shot and killed over three days. ",Both,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411055,41,1055,Haiti,15-Jul-06,15-Jul-06,15,7,2006,15,7,2006,1,2,0,Aristide supporters,,,Government,,1,0,4,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,Thousands of Aristide supporters held a protest march to demand the return of Aristide.,AP,0,,0,0,BS,18.533331,-72.333344,,
411056,41,1056,Haiti,19-Jul-06,21-Jul-06,19,7,2006,21,7,2006,3,8,0,Armed assailants,,,Peacekeepers,,1,0,-99,8,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Over three days of gunfire exchanged between armed groups and peacekeepers after armed groups attacked UN security stations; 8 armed group members were killed.,AFP,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411057,41,1057,Haiti,8-Aug-06,8-Aug-06,8,8,2006,8,8,2006,1,8,0,Armed gang,,,Peacekeepers,,1,0,-99,5,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Five gang members were killed in an exchangeof gunfire with UN peacekeepers.,AP,0,Coded as an etype 8 because peacekeepers are acting on behalf of the Haitian government in their peacekeeping operation,0,0,BS,18.533331,-72.333344,,
411058,41,1058,Haiti,1-Sep-06,1-Sep-06,1,9,2006,1,9,2006,1,1,0,Commission of Women Victims for Victims,,,Government,,1,0,3,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,10,,,About 150 rape victims marched to demand justice and an end to discrimination against them.,AP,0,,1,0,BS,18.533331,-72.333344,,
411059,41,1059,Haiti,19-Oct-06,19-Oct-06,19,10,2006,19,10,2006,1,8,4,Gunmen,Citizens,,Peacekeepers,,1,0,-99,2,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,10,,Peacekeepers trying to remove debris from a road were fired on and fired back in self-defense; residents then threw rocks at peacekeepers and accused them of opening fire and killing two.,AP,0,Coded as a 2 for repression but it is not certain if peacekeepers fired the fatal shots,0,0,BS,18.533331,-72.333344,,
411060,41,1060,Haiti,24-Oct-06,24-Oct-06,24,10,2006,24,10,2006,1,2,4,Students,,,United Nations,United States,0,0,2,0,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,"Dozens of student demonstrators threw stones, broke UN vehicles' windshields, and burned a US flag.",AFP,0,,0,0,BS,18.533331,-72.333344,,
411061,41,1061,Haiti,27-Oct-06,27-Oct-06,27,10,2006,27,10,2006,1,2,0,Protesters,,,United Nations,,0,0,3,0,1,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Hundreds of protesters peacefully marched to demand the withdrawal of U.N. peacekeepers and the peacekeepers threw tear gas canisters to disperse the protesters.,AP,0,,0,0,BS,18.533331,-72.333344,,
411062,41,1062,Haiti,10-Nov-06,10-Nov-06,10,11,2006,10,11,2006,1,8,0,Gunmen,,,Peacekeepers,,1,0,-99,2,0,Port-Au-Prince,Port-Au-Prince,1,1,1,8,,,Two Jordanian peacekeepers were shot and killed when they came under attack by gunmen.,Both,0,,0,0,BS,18.533331,-72.333344,,
